,Genre,Energy_Mean,RMSE_Mean,ZCR_Mean,CQT_Mean,Spectral_Contrast_Mean,Chromagram_Mean,Tempo_Mean,STFT_Mean,Autocorrelation_Mean,STFT_Mean,Spectral_Centroid_Mean,Rolloff_Mean,Energy_Var,RMSE_Var,ZCR_Var,CQT_Var,Spectral_Contrast_Var,Chromagram_Var,Tempo_Var,STFT_Var,Autocorrelation_Var,STFT_Var,Spectral_Centroid_Var,Rolloff_Var,MFCCS0,MFCCS1,MFCCS2,MFCCS3,MFCCS4,MFCCS5,MFCCS6,MFCCS7,MFCCS8,MFCCS9,MFCCS10,MFCCS11,MFCCS12
0,Classical,23.580311681862803,0.10460785,6290,0.003783158,22.70522119395174,0.2197837328967039,151.99908088235293,2.7910002e-05,13.107112210201578,2.7910002e-05,1611.2852087348463,2974.149451622596,130.6716248327086,0.00063945,6290,0.10475882,41.69702634680884,0.03502844408732364,151.99908088235293,8.879951,35162.42784967861,8.879951,40183.23010726857,101058.45266859207,497,42,27,65,36,29,24,24,24,29,27,28,15
1,Classical,22.783813473583383,0.095551506,5561,0.0012132083,24.114205985774774,0.21271314290864013,129.19921875,9.680541e-06,14.56765925586344,9.680541e-06,1328.4551581161597,2168.1450946514424,557.099037532045,0.0021435355,5561,0.07239446,41.826121995396,0.03808645216726178,129.19921875,8.682628,46256.74777008597,8.682628,17644.640278411098,117648.27784451508,1617,79,53,26,44,34,38,21,33,23,19,24,34
2,Classical,12.614111339557727,0.07368794,5977,0.006863531,23.677038029124777,0.22706220646666195,117.45383522727273,2.2551812e-05,0.9774507658106758,2.2551812e-05,1658.828601442765,3042.972881610577,70.9560335527393,0.00074740854,5977,0.05342553,42.96438861986816,0.03177608772782432,117.45383522727273,4.7604337,12825.258903030739,4.7604337,54404.82807973666,402926.45584746933,2360,174,97,25,43,26,21,34,27,21,21,31,34
3,Classical,2.7315616213884315,0.028473185,2056,0.00311419,22.487413610673375,0.23138972641736183,67.99958881578948,1.0393147e-06,4.200762046815007,1.0393147e-06,941.6151084934182,1040.5506310096155,24.473363183904247,0.0005247274,2056,0.017168302,35.566284910342446,0.029792127841831797,67.99958881578948,1.0287861,1985.3268987835265,1.0287861,38816.671466976266,73312.72731250561,1424,492,105,37,13,32,37,20,17,21,22,17,12
4,Classical,0.8055139407783337,0.009467365,4399,0.0005446233,20.57304917629214,0.253869545468035,135.99917763157896,1.0945724e-06,1.4796040377845125,1.0945724e-06,1962.9939185275778,1909.8294771634614,7.776151083454584,0.0003036833,4399,0.0018969239,60.43826530559633,0.018883587217186644,135.99917763157896,0.2846866,302.8407479571298,0.2846866,384632.2445011528,366314.10052578826,1546,524,116,65,15,22,12,13,30,32,12,10,14
5,Classical,6.228880477885365,0.040455703,2644,0.006135169,22.21010844562233,0.2419343614496429,129.19921875,2.1162282e-06,13.823540389240213,2.1162282e-06,947.0724456271992,1186.9764122596155,117.03665518995417,0.0014059566,2644,0.037205882,37.15527516261762,0.024801098083286902,129.19921875,2.3306239,11315.736564070325,2.3306239,115836.23621684134,586926.5647765447,2221,712,245,52,36,41,48,34,45,19,15,28,58
6,Classical,18.3000015767332,0.08675763,3389,0.009588583,25.879522798426258,0.24244079488100295,129.19921875,3.927486e-06,11.119707402370446,3.927486e-06,857.5570525159767,1166.5198692908655,223.75974869773665,0.0014292357,3389,0.0932393,44.89441994807875,0.024555794310800804,129.19921875,6.935356,42814.70509809934,6.935356,24061.496995444224,93985.40240720178,2695,347,218,74,52,37,60,39,43,54,43,43,63
7,Classical,13.395176119440872,0.0668832,2321,0.0014883917,23.992611225723277,0.15513537467784363,161.4990234375,1.4786518e-05,34.66641409921674,1.4786518e-05,835.605179220929,917.314453125,326.6144807950411,0.0024128733,2321,0.085644685,45.75280882873653,0.0592663488568984,161.4990234375,5.3174515,62520.842092230254,5.3174515,27472.407030599046,50752.14542242197,1355,249,75,13,22,25,19,13,40,16,35,22,21
8,Classical,8.235720786931614,0.045111038,1752,0.00290576,21.62458680660122,0.19371697488521966,95.703125,2.7419168e-05,12.39035827786784,2.7419168e-05,795.3267557916921,676.5566781850962,279.83233065311316,0.0020048134,1752,0.054991554,46.62260930741111,0.045807066974652505,95.703125,3.0629551,26755.42692631124,3.0629551,70284.59250898057,317428.8317313913,1296,303,156,37,21,14,20,16,15,11,19,21,23
9,Classical,5.06968881997523,0.040676445,2141,0.0045067836,22.114090518275844,0.19033001653096432,123.046875,1.2338177e-05,13.138331478429867,1.2338177e-05,997.4051159169227,1132.2323843149038,30.30333669945508,0.00081894296,2141,0.030028427,47.69741251748217,0.0471078181406562,123.046875,1.8603028,9879.03530083537,1.8603028,84854.8077303314,169039.12028719689,3250,917,99,56,39,32,44,28,87,43,23,33,40
10,Classical,15.351941663187112,0.07847398,2452,0.00397432,24.477763296637264,0.19404392864320244,129.19921875,1.27124395e-05,36.10603405448239,1.27124395e-05,803.1448838395715,1048.2528921274038,212.9095150144495,0.0013515921,2452,0.08080366,48.691554366410536,0.0456802870900451,129.19921875,5.7479224,71323.63512612456,5.7479224,18480.109002451205,85791.29195216844,1712,210,184,59,46,79,50,32,39,38,31,32,31
11,Classical,4.4799075228536545,0.041747298,2663,0.0036937376,22.73228717884022,0.2050908489189016,75.99954044117646,1.4549583e-05,-8.792665130808864,1.4549583e-05,693.8994010773678,737.51220703125,26.345770882596867,0.00044582438,2663,0.02560338,39.74874999561481,0.0412710770230576,75.99954044117646,1.6670415,3180.656763336893,1.6670415,10389.860868033462,29381.6336783079,1131,287,109,50,52,21,22,26,22,18,36,23,22
12,Classical,8.863273199815154,0.052475527,3251,0.0061301407,23.52962065849355,0.2151491921923597,135.99917763157896,8.1121725e-06,11.544000852261112,8.1121725e-06,902.2573625155119,1168.507549579327,154.35862257969805,0.0015911378,3251,0.042535055,49.62611175966504,0.03704415843230839,135.99917763157896,3.381158,16386.529105236586,3.381158,18655.23782005249,59472.497061476904,2134,269,111,85,41,34,28,22,17,30,21,18,27
13,Classical,6.735751480393704,0.052664597,3829,0.0024155767,23.78750534705853,0.24256101685200593,89.10290948275862,1.3558133e-05,-0.2501441754160393,1.3558133e-05,777.8112335801598,1154.0140474759614,33.124172809184664,0.00055671635,3829,0.028444216,74.42757145990048,0.024497486437054242,89.10290948275862,2.5813758,4639.566293124816,2.5813758,7250.897370986053,80303.44028458792,1265,749,90,246,172,71,26,21,25,25,15,19,35
14,Classical,8.511601874626361,0.04601371,1697,0.005288999,22.134741577405023,0.20039106619533012,198.76802884615384,7.931164e-06,-25.252504926363272,7.931164e-06,797.7837423409585,709.6018629807693,210.3371914758979,0.002034738,1697,0.062957235,56.02999554387726,0.043176753922432164,198.76802884615384,3.164279,19889.45330311742,3.164279,87892.4807690361,121149.37544278138,1044,632,186,93,31,22,13,12,11,8,13,8,10
15,Classical,17.654213582472977,0.08894741,2472,0.004270181,23.404471621450796,0.20831726672553538,117.45383522727273,8.9475725e-06,20.626387448681903,8.9475725e-06,713.4463601913885,830.3534405048077,159.09871521213861,0.00085527496,2472,0.09428903,38.408181607030535,0.03993724971733547,117.45383522727273,6.727131,74709.95101227592,6.727131,8100.447358695581,24796.144925772085,1100,166,130,30,30,34,46,32,52,36,23,43,29
16,Classical,18.844354111401408,0.083361335,3225,0.001874364,22.54479506932512,0.23804018085684345,92.28515625,4.5885732e-05,8.473042373538421,4.5885732e-05,839.6704906615302,1122.5424429086538,451.6291574443153,0.0022824646,3225,0.08487203,54.563147755899934,0.026670205630974587,92.28515625,7.0426426,47242.38426756915,7.0426426,27485.467985231524,101329.08060508367,2147,330,189,45,90,54,32,17,27,29,35,20,25
17,Classical,9.72318855191782,0.06619281,2076,0.009106039,24.241106716032334,0.19078281420622661,103.359375,2.0773386e-05,10.995606887612462,2.0773386e-05,700.1852330155356,987.7114633413462,32.89735346019535,0.00037969634,2076,0.092376605,34.440115568006284,0.04693525113688574,103.359375,3.6512663,13828.738088677183,3.6512663,25642.247352881022,107815.23418017394,1532,260,237,74,36,14,40,30,34,27,18,19,26
18,Classical,5.8080799069006215,0.04895754,2194,0.0021891305,22.834475975798586,0.20562558136196715,107.666015625,2.4028777e-05,3.385028404262926,2.4028777e-05,627.4237246590767,700.3260216346154,24.99838296686156,0.00047458766,2194,0.03896858,36.7031140696145,0.04105145362288636,107.666015625,2.2167234,6857.741904651287,2.2167234,10114.584332088803,41616.71205540381,1110,319,160,27,17,18,21,16,18,14,16,13,11
19,Classical,14.81570034419606,0.07185572,2657,0.0027830799,22.941362329234742,0.21640384759946468,161.4990234375,1.31690795e-05,31.540135609388567,1.31690795e-05,824.1275080664032,1107.88330078125,375.6115916979353,0.0020868205,2657,0.084150285,36.28139780672233,0.03650270807748101,161.4990234375,5.5982995,51789.553653685485,5.5982995,42567.264858381866,287607.2313129902,2084,308,172,67,64,41,47,48,31,21,17,26,34
20,Classical,16.06910729764353,0.06901986,2323,0.010361587,24.26634167404589,0.1864729074849292,95.703125,6.8464938e-06,-23.70632436679448,6.8464938e-06,781.9218731571316,855.94482421875,540.4107766293381,0.0030853294,2323,0.109255776,53.84769953403585,0.04856118810745036,95.703125,5.967533,67259.723379728,5.967533,41541.711539846685,85306.65153952745,2036,466,130,70,68,41,43,28,22,18,23,17,18
21,Classical,13.280563219049165,0.068689,2732,0.006649231,23.265943301664755,0.23167518644323584,89.10290948275862,2.6004855e-05,0.6029006966719467,2.6004855e-05,768.3123418110367,993.8401442307693,340.80467892619504,0.001951203,2732,0.091573246,42.54505156697573,0.029659941319825252,89.10290948275862,5.1580915,30333.687660655276,5.1580915,23342.168364849946,136287.41943695134,2682,313,150,68,56,31,43,38,36,37,32,31,33
22,Classical,37.48128172105184,0.12458061,2633,0.0013894967,26.219127579596183,0.19373022367096965,135.99917763157896,2.816901e-05,55.0411019221593,2.816901e-05,801.48980141813,1174.5534104567307,989.9627570694735,0.0027266196,2633,0.23610657,44.80119665880707,0.045801933769729415,135.99917763157896,14.124768,274987.40851421474,14.124768,21300.455571047733,83586.03951973323,2429,388,159,64,71,42,39,33,36,30,71,85,38
23,Classical,0.7073192664643609,0.013899304,2870,0.00060722535,21.10403818447384,0.23403463041383168,117.45383522727273,6.636812e-06,-0.03396943622658011,6.636812e-06,1400.4451126257638,1775.8266977163462,1.6612180736236057,0.00017521068,2870,0.0034274312,56.98998851780544,0.028561125100394526,117.45383522727273,0.28265864,149.22505022197691,0.28265864,217095.6707375515,1497193.5577920207,1773,430,150,72,70,29,22,22,40,44,21,23,48
24,Classical,1.7937808081458892,0.025035288,2195,0.0021551752,24.468154819587284,0.21734547360663445,135.99917763157896,1.1986841e-05,5.112554961794996,1.1986841e-05,547.4137655822306,651.9591346153846,4.553283536844997,0.00025057865,2195,0.010617724,49.04910262328303,0.03609427843604109,135.99917763157896,0.67581546,1082.769454441418,0.67581546,4450.76294674773,11734.751078363,479,379,125,43,22,24,18,10,13,12,8,5,6
25,Classical,15.950048340509616,0.0794561,2968,0.0036578677,24.668073816066524,0.2375728710251455,123.046875,2.2575596e-05,19.740767505776322,2.2575596e-05,902.1724491918109,1415.062725360577,230.6947186720077,0.0016898578,2968,0.08043281,51.40104179759948,0.02689246428620293,123.046875,6.0622115,49179.281458888094,6.0622115,50428.44936592754,326872.0696516996,2821,242,178,81,165,66,89,35,37,32,50,31,26
26,Classical,10.154021971450726,0.05947358,1997,0.0056737335,22.383567160114566,0.2277754933675336,172.265625,4.842815e-05,10.293923688186116,4.842815e-05,701.8645327694136,781.4896334134615,401.2592163048577,0.0018518756,1997,0.07180064,33.07347004377569,0.03145165795451001,172.265625,4.068145,38825.62388198777,4.068145,16341.250351753035,45350.972888878816,949,178,107,19,29,32,18,19,44,19,15,17,20
27,Classical,21.367613223146016,0.08662472,1771,0.014102009,22.800598266505922,0.22582843811240572,143.5546875,1.1257598e-05,7.481879004959034,1.1257598e-05,592.3322940566351,619.8249699519231,816.7795968564496,0.002925719,1771,0.1611943,36.292770849450946,0.03233484987304468,143.5546875,8.105698,178471.68548713927,8.105698,19669.439775262235,84637.32839491242,1106,354,158,87,76,38,47,35,17,27,27,22,22
28,Classical,1.6442154465997816,0.02729506,1866,0.0017079638,23.662971613891408,0.19609153827301007,129.19921875,5.0482522e-05,-1.3221418859293836,5.0482522e-05,628.7592336721037,615.3526893028846,1.2647018074983913,7.273406e-05,1866,0.012827552,36.12152327033453,0.044881441951057977,129.19921875,0.6327066,619.5386096636904,0.6327066,9103.160605302106,26328.864129337337,1733,188,136,41,57,46,37,13,21,22,17,15,16
29,Classical,1.8665824549412224,0.02616896,1834,0.005096483,21.144016715001076,0.22610065449206157,95.703125,0.00011859868,1.1081748621288556,0.00011859868,761.986746143759,567.8140024038462,6.613167560796966,0.0002424018,1834,0.0148886945,42.18292367729243,0.032211827371594726,95.703125,0.69756085,1004.076461498539,0.69756085,26093.61668347023,106559.73456046992,1137,341,86,32,38,27,36,27,17,18,10,14,11
30,Classical,33.429014040702256,0.10726576,4944,0.0043034013,29.754623965860382,0.17117382312691176,112.34714673913044,2.2269402e-05,45.75489008572602,2.2269402e-05,1374.7099295942305,2205.2484600360576,1609.3110302610285,0.0048832176,4944,0.094780445,119.35695235452432,0.054032855609450064,112.34714673913044,12.591803,280871.07359134854,12.591803,75916.13694169589,745075.6525669224,2957,269,135,108,594,234,103,68,84,142,66,46,43
31,Classical,3.843411091685556,0.035666913,3131,0.0049858745,22.730057241340013,0.22800863658146786,143.5546875,0.00012545976,-2.0376621261702748,0.00012545976,1014.9226215808294,1359.076397235577,22.92270079940495,0.0006019483,3131,0.021325309,58.94453087029417,0.031345394977593456,143.5546875,1.4315919,2362.649974642631,1.4315919,74483.41731256756,379122.61106911494,2066,331,161,49,75,61,43,40,50,72,71,32,28
32,Classical,9.153464417472714,0.054490145,2740,0.0016624626,23.380599080826688,0.22961806922686961,107.666015625,0.000104700404,7.722892649485997,0.000104700404,859.5315047975122,1199.1509540264424,233.31984211355268,0.0015225237,2740,0.049187243,47.34865322679244,0.030608875617857852,107.666015625,3.4057047,14881.299173166322,3.4057047,56591.805082106,324816.4153765292,3222,461,226,52,98,49,65,41,52,37,33,31,34
33,Classical,1.337242246055452,0.024075426,3806,0.0005420558,27.12176033315388,0.20642578169770343,117.45383522727273,2.0377198e-05,0.7860113498316195,2.0377198e-05,1137.427763578397,1663.5227614182693,0.9300325603615238,7.5624754e-05,3806,0.006470365,97.35694046259408,0.04072172998382542,117.45383522727273,0.5007057,252.77264336288843,0.5007057,34056.1084201126,229373.44266126846,463,121,223,87,304,150,127,88,34,90,28,47,88
34,Classical,13.91275239728541,0.07613656,2854,0.008312577,25.936607390804607,0.20569574315849679,117.45383522727273,0.00010595313,-6.942865280351284,0.00010595313,926.5103361150414,1450.7581505408655,193.5906076694357,0.0011357138,2854,0.09937539,66.33981543285243,0.041022594579807045,117.45383522727273,5.4247913,49197.55502018805,5.4247913,85945.11697715828,692281.9758682209,1337,134,65,241,465,122,105,47,49,50,117,62,45
35,Classical,7.758146165124366,0.055758357,3282,0.0023855418,24.362311054945504,0.2517009390498645,143.5546875,2.2794482e-05,5.959712600683765,2.2794482e-05,730.3926992606987,1115.5027418870193,52.47593974800414,0.0007011372,3282,0.035270732,82.73411190645982,0.019979970614749706,143.5546875,2.91415,8992.126342822237,2.91415,7168.670706782139,63785.25897627752,1644,907,111,167,88,32,22,37,36,26,15,21,14
36,Classical,23.04930199090449,0.09071097,1674,0.013297699,23.47830515262295,0.21448809409279235,143.5546875,0.00011305286,-21.25628708765636,0.00011305286,561.1854472737502,577.5039438100962,898.6753933804757,0.0030324017,1674,0.16899061,37.58800997735658,0.0373281908257748,143.5546875,8.661182,116039.33882345032,8.661182,14449.936499235451,46408.90828466274,2039,559,138,31,40,37,47,16,17,15,38,15,15
37,Classical,13.351637035371887,0.047948968,2950,0.004257837,20.297923268738163,0.21989433058501356,143.5546875,2.54419e-05,22.909254097062444,2.54419e-05,1905.6273243787261,2070.9972205528848,422.56132509383275,0.0042065703,2950,0.06933123,81.25748200597089,0.03497981670990209,143.5546875,4.994883,51704.6179575187,4.994883,589699.5759218236,2289408.6597411586,15177,2495,497,226,423,406,185,77,184,75,32,57,22
38,Classical,15.977338696938327,0.081563815,3646,0.005811705,25.33383149596599,0.20867539007948988,151.99908088235293,6.8624854e-06,26.92125118154395,6.8624854e-06,1314.9133490051565,2651.3170447716348,323.18690176149516,0.0016747504,3646,0.100425,56.89769526496965,0.03978791490850607,151.99908088235293,6.463956,66238.03184676333,6.463956,417912.40900651016,2155698.752763744,2558,1009,305,229,334,105,173,69,213,141,59,58,58
39,Classical,10.666477452427728,0.060502525,2253,0.0013488114,23.564932590669326,0.19142743757322617,143.5546875,5.7623147e-05,-4.692602504242098,5.7623147e-05,801.0349764046015,914.0016526442307,182.66842411730525,0.0015814577,2253,0.06454817,46.321333953028116,0.04668886947748192,143.5546875,4.0846667,22543.97080859297,4.0846667,43514.35299921302,271008.23544764664,2741,667,207,66,84,39,64,23,26,16,32,23,24
40,Classical,17.72864912782171,0.085916094,2899,0.011549028,26.67225995971206,0.19621220839138354,129.19921875,2.969222e-05,16.055968639201215,2.969222e-05,1162.8732157321356,2178.2491361177886,188.58413921591549,0.0013573319,2899,0.09934442,64.49069957310508,0.044834102611509614,129.19921875,6.6657777,77653.58818516327,6.6657777,168909.72746169035,1069232.7591642472,2574,176,110,93,602,155,160,167,88,115,101,101,52
41,Classical,4.243165227903799,0.043267686,4168,0.0008890478,25.924119043308426,0.20556409368560383,129.19921875,3.3443193e-05,3.9664710347158305,3.3443193e-05,1436.3669632426522,2715.005634014423,6.662045561937001,0.00022354677,4168,0.024167597,55.71145721566319,0.041076736720549616,129.19921875,1.6063955,2889.6821650454062,1.6063955,607797.0774654992,3364958.5834937682,2959,1037,631,168,1219,153,255,147,104,197,112,66,44
42,Classical,54.15006150845725,0.15298335,2292,0.012142844,26.909212155984797,0.17275563296876342,123.046875,1.2649776e-05,11.560794368083526,1.2649776e-05,870.3153966184939,1408.0230243389424,1407.3845094460767,0.0030981526,2292,0.28131118,52.64436543083813,0.05348882461089523,123.046875,20.302155,1309683.4427131882,20.302155,75187.25587454154,1019619.5351735023,2062,299,128,210,335,121,103,148,109,66,88,32,38
43,Classical,4.170017168523725,0.03478658,1806,0.0044450304,22.42396266201775,0.19962763550333665,129.19921875,4.4371664e-05,1.499372698555626,4.4371664e-05,761.5877874388725,716.1446439302885,62.98073355140896,0.0008400097,1806,0.03218972,38.646735256133105,0.04348214047668029,129.19921875,1.5463725,5711.849861334881,1.5463725,34704.01623126115,122213.67613384001,1858,502,71,32,28,40,57,34,24,17,17,26,20
44,Classical,18.732724172183524,0.078825615,2724,0.0022146166,25.151892009314423,0.22766758116328908,143.5546875,2.7544258e-05,22.804222178661686,2.7544258e-05,959.7167765448544,1531.1763822115386,1273.3433972948847,0.0030466365,2724,0.11976545,45.11445712773652,0.03150080582059051,143.5546875,7.0242705,108111.88390064772,7.0242705,55080.089730559455,435929.41438220657,3147,298,397,81,65,43,46,44,55,52,38,49,28
