,Genre,Energy_Mean,RMSE_Mean,ZCR_Mean,CQT_Mean,Spectral_Contrast_Mean,Chromagram_Mean,Tempo_Mean,STFT_Mean,Autocorrelation_Mean,STFT_Mean,Spectral_Centroid_Mean,Rolloff_Mean,Energy_Var,RMSE_Var,ZCR_Var,CQT_Var,Spectral_Contrast_Var,Chromagram_Var,Tempo_Var,STFT_Var,Autocorrelation_Var,STFT_Var,Spectral_Centroid_Var,Rolloff_Var,MFCCS0,MFCCS1,MFCCS2,MFCCS3,MFCCS4,MFCCS5,MFCCS6,MFCCS7,MFCCS8,MFCCS9,MFCCS10,MFCCS11,MFCCS12
0,Classical,28.591440294653374,0.10053398,18105,0.0043567703,21.7917381307361,0.22728206733302714,151.99908088235293,8.80875e-06,55.133606117153654,8.80875e-06,1697.6626253172392,2682.657405561195,846.6616695775919,0.0038956073,18105,0.12591228,57.19769405476282,0.03167619520215865,151.99908088235293,10.688305,811786.831725982,10.688305,339467.1080610101,748209.6273528374,13860,2233,51,88,53,49,52,30,34,29,43,24,28
1,Classical,20.141402195552025,0.08297742,16662,0.0013294849,22.78347945891497,0.22805688866911766,135.99917763157896,1.8015802e-05,38.89338241039561,1.8015802e-05,1378.2322486039063,2314.144862057715,624.1308807996503,0.0029585664,16662,0.06795567,50.34926288866931,0.03132338886389501,135.99917763157896,7.549017,343525.23048708256,7.549017,94270.68274889997,471059.320607565,4733,608,181,96,61,50,45,18,39,40,40,34,43
2,Classical,6.527305324847111,0.04712719,17441,0.0018117264,22.644624663369175,0.22839958315361464,117.45383522727273,9.655965e-06,-6.348857967055841,9.655965e-06,1664.7884988896421,2859.9441138884863,61.05654523937484,0.00096793025,17441,0.029038593,48.52727413882003,0.031166963748588388,117.45383522727273,2.4375117,34410.30398385711,2.4375117,290526.9606098362,891146.7080690727,7846,530,120,56,72,32,24,32,45,26,40,33,41
3,Classical,3.0590518336740478,0.028692571,8331,0.0013085469,22.75357075414661,0.22486997084022936,67.99958881578948,2.7822111e-06,3.295502309828448,2.7822111e-06,1067.5150018551599,1221.4971768053945,43.028962938227224,0.00067068846,8331,0.016164735,46.368718125642715,0.03276682954764773,67.99958881578948,1.1361929,13765.8371819743,1.1361929,198845.6046001886,450273.7780866021,2245,856,197,101,57,46,60,27,23,22,25,23,20
4,Classical,0.7240946202237791,0.009472229,14498,9.291069e-05,20.228438470157467,0.252994874802727,135.99917763157896,6.1374914e-07,2.3385958341190176,6.1374914e-07,1990.1959411614562,1910.5097157772623,6.560086417252622,0.00026435545,14498,0.002991066,63.45314635724368,0.019326926656885835,135.99917763157896,0.28087804,1962.0313693080636,0.28087804,371891.0168554528,340343.64844909206,1439,495,142,96,19,20,10,10,35,16,22,22,20
5,Classical,7.5789763377684265,0.043536942,9286,0.003216682,23.199012322465865,0.2337331318596929,135.99917763157896,4.607045e-06,36.16536509245057,4.607045e-06,1049.7510663431183,1261.9406290784514,218.88545469980977,0.0018128027,9286,0.0406902,44.320838228244085,0.02870215640439274,135.99917763157896,2.885598,98836.21384337952,2.885598,287733.7991144145,598453.7087911931,2975,1022,254,79,57,41,42,30,31,20,29,24,39
6,Classical,21.053566246468943,0.09023801,10018,0.0057676705,25.619862149911093,0.23114777204539189,129.19921875,3.6578706e-06,42.575936053650004,3.6578706e-06,799.356500093718,1063.9450745903423,419.66970043758806,0.002152595,10018,0.11074473,42.95115396249107,0.029904040811784886,129.19921875,7.8547006,753128.5199199341,7.8547006,20523.91354322495,61393.30601802706,3255,429,244,68,65,31,49,46,40,50,55,43,55
7,Classical,10.957992042375087,0.053394437,8925,0.0034519786,22.45931057205796,0.20066599363433152,161.4990234375,1.3247978e-05,67.6970616163147,1.3247978e-05,1080.3677117345587,1319.121025775812,313.2805692642748,0.0025031047,8925,0.06255311,51.26946538869371,0.04306649233207976,161.4990234375,4.1206193,344934.92556120054,4.1206193,262627.8896047145,689157.3514410579,2862,972,206,106,45,38,40,23,42,17,36,23,27
8,Classical,7.460618396052444,0.042258162,6637,0.0011980309,21.084828480953263,0.20245302493109107,95.703125,1.2375234e-05,20.833584496841958,1.2375234e-05,955.294333998008,875.1173687645012,230.8539907664093,0.0018575724,6637,0.049558662,51.78622390739539,0.04234610602958435,95.703125,2.7743554,200091.46617058903,2.7743554,297504.8729347346,511723.6645495756,1413,713,239,116,60,40,29,23,26,18,16,16,14
9,Classical,3.366038870334037,0.030496601,7647,0.0024463208,21.236799687785457,0.210083936510086,123.046875,1.0575333e-05,23.634099105961425,1.0575333e-05,1100.129061818215,1251.8485013957365,37.41671294633024,0.00071409304,7647,0.02187988,43.76603125921415,0.039198072953759495,123.046875,1.276493,37053.01372318478,1.276493,289163.5568277139,716429.8585118079,2490,1070,199,97,61,59,40,29,50,30,26,27,38
10,Classical,12.076455146827486,0.06563244,8102,0.0011316777,23.15230407975906,0.2114580725928716,107.666015625,1.1392381e-05,99.34094998626196,1.1392381e-05,926.270244429375,1138.7617142183874,161.5044213993186,0.0016036843,8102,0.06832493,49.446889575973955,0.03861881686864117,107.666015625,4.5617228,459857.4728460988,4.5617228,172778.0388075189,147719.5779267906,2992,1089,226,95,54,72,45,27,35,34,42,37,45
11,Classical,3.9808754254093053,0.037590362,8372,0.0014992461,22.439530329993627,0.20395390313876957,71.77734375,1.7191878e-05,-20.94827734435402,1.7191878e-05,752.0107634190776,812.4912200007251,25.81696077057267,0.0005311784,8372,0.023195084,47.46348509168107,0.04173613872779474,71.77734375,1.4933764,29186.841246248336,1.4933764,80826.52195643917,237628.7317846568,1335,564,222,94,64,43,36,29,27,19,27,15,16
12,Classical,9.55597577592255,0.054157905,9263,0.0045315633,22.87378890830017,0.2285050310563555,135.99917763157896,1.0977197e-05,-4.706580781317928,1.0977197e-05,901.1165716545834,1067.0676388486079,189.26272751271242,0.0017337912,9263,0.05112547,55.85812814800497,0.031118784115267348,135.99917763157896,3.5961266,156573.2205233743,3.5961266,72149.02010059718,114156.4049431329,2733,1041,226,109,58,35,36,21,21,32,28,23,27
13,Classical,13.118203773223504,0.06479045,10243,0.0014780487,23.595894453147658,0.24179391083435386,143.5546875,6.4507512e-06,24.672609022111462,6.4507512e-06,819.9482092285518,1139.8358763232309,295.2514730379767,0.0022150506,10243,0.06809587,79.57332659785507,0.02486903801676187,143.5546875,4.8942575,225493.80609504168,4.8942575,18422.85531247919,273472.4692432229,4343,4121,807,340,151,67,25,20,25,33,27,24,26
14,Classical,4.243204586955844,0.032146167,6143,0.0007233437,21.9827314412245,0.20857867342531483,143.5546875,1.2488242e-05,-21.792224287222936,1.2488242e-05,878.7493630793924,866.698935524217,89.56287251289083,0.001041649,6143,0.030616587,48.26853781146617,0.03982827032546918,143.5546875,1.5955226,44060.40398416783,1.5955226,103864.13509780465,218267.86951640097,1699,715,185,86,43,35,41,28,22,13,20,15,21
15,Classical,17.844402226271537,0.07967683,8109,0.0038487127,23.01546356418436,0.21105240243051943,123.046875,9.989371e-07,44.45509912061065,9.989371e-07,833.6002625133801,1085.0536089762181,509.89563011515827,0.0023686516,8109,0.101075,44.63527657234231,0.038790216761639414,123.046875,6.718913,657744.0598418586,6.718913,151816.46735500495,339465.6400061435,2117,797,305,93,55,55,56,32,47,25,24,35,27
16,Classical,21.904458719895747,0.088991635,9140,0.0057016043,22.78059362492028,0.2194553620585248,89.10290948275862,2.8932257e-06,24.85244675487921,2.8932257e-06,830.7776191460839,1066.5930090813515,567.1385881537879,0.0027799115,9140,0.12691839,48.238933926727036,0.03517267739709512,89.10290948275862,8.157585,627537.6938234397,8.157585,88409.1088297264,131969.39297742667,3253,926,257,71,66,55,37,27,30,31,29,27,33
17,Classical,10.19629573652145,0.06275861,8302,0.0017102859,24.11261721179426,0.20877707720344937,103.359375,8.010252e-06,2.6695162140985444,8.010252e-06,832.120660583222,1069.490748713022,93.83930788426518,0.0010403378,8302,0.069822714,42.75808005684813,0.03974546536771826,103.359375,3.816143,146003.25308762674,3.816143,125262.41614241796,166090.59005334473,3065,878,294,147,93,42,42,25,27,33,26,22,37
18,Classical,7.385571203872284,0.051282432,7298,0.0023308955,22.502157409467255,0.20863294117106804,112.34714673913044,5.4091055e-07,7.21141448604883,5.4091055e-07,750.7043719508415,856.55684681337,73.8847933352668,0.0009847534,7298,0.05459009,39.444138178523154,0.03980562919164301,112.34714673913044,2.78233,96204.81366008217,2.78233,120039.44628753778,119489.37927450058,2424,979,312,111,58,48,41,28,29,22,24,17,20
19,Classical,22.035118997797753,0.08943719,9562,0.003514401,24.16926702011048,0.2104390439386909,83.35433467741936,1.668591e-05,96.46973322015128,1.668591e-05,866.8126037535156,1145.9810827834976,573.7287385785253,0.0027809185,9562,0.10682857,45.435014853970046,0.039048742119503065,83.35433467741936,8.217594,892410.3353030557,8.217594,74718.95266911114,179829.42411637492,2724,732,226,76,50,39,49,39,35,23,23,24,38
20,Classical,13.556181167902567,0.059386846,7308,0.0058865715,22.680625846134138,0.19912845543132246,95.703125,4.0823006e-06,-49.28299989218099,4.0823006e-06,950.4905114187462,1107.1363834106728,544.5248628660376,0.0030963316,7308,0.09839959,47.43157259458634,0.04368119157086917,95.703125,5.0614805,624502.4753902451,5.0614805,364260.8981877191,772140.5471361058,2255,1175,293,166,100,65,49,42,38,22,20,19,22
21,Classical,15.715679153647855,0.07214362,8862,0.0037291313,22.875707048788232,0.22564548572649676,89.10290948275862,6.317829e-06,-26.612905160945406,6.317829e-06,903.6861962370992,1183.8015810796114,421.16490710335427,0.0024935547,8862,0.11316606,46.47391588065263,0.03241744810458669,89.10290948275862,5.942087,527870.6462898263,5.942087,351471.6040492882,703921.4865675656,3171,1097,359,144,87,51,35,31,29,29,35,35,27
22,Classical,29.01713217983225,0.1028089,9264,0.0024263188,25.055085703008,0.20116905465871257,135.99917763157896,6.0974407e-06,151.5557156950269,6.0974407e-06,873.9750120330725,1152.8507241516822,1249.371391858284,0.003602401,9264,0.1747423,47.60962542588172,0.04286434478105325,135.99917763157896,10.799481,2079325.112466632,10.799481,157056.21743319338,77234.92826128198,3989,1287,382,120,57,43,31,25,37,42,57,50,40
23,Classical,11.299678223124518,0.047567863,9542,0.0025252758,22.277277607764827,0.2121394230245974,151.99908088235293,1.2499564e-06,39.34107858574607,1.2499564e-06,1188.8824646831922,1463.9330658171405,634.9981761899552,0.0032549293,9542,0.060417995,64.49427725292321,0.03833019853212425,151.99908088235293,4.198048,330989.37588479684,4.198048,271856.28685680457,977302.2876272469,3295,1165,233,134,82,39,27,22,38,36,30,39,40
24,Classical,1.1670590451969258,0.019734528,7011,0.001368126,24.13139224192511,0.19023958552881803,129.19921875,7.5521066e-06,6.4165616455848395,7.5521066e-06,573.0399024972635,631.9820253589037,2.349371753679491,0.00018056072,7011,0.0064369687,56.0241469785582,0.047142233431156866,129.19921875,0.4357218,3035.1830365695187,0.4357218,9205.627943729018,77107.52834422726,1199,1757,761,241,93,43,23,18,17,20,21,21,22
25,Classical,17.034134309284187,0.077428035,7974,0.0028146864,23.54063158290845,0.2304762401433239,123.046875,7.2103985e-06,76.77579445778566,7.2103985e-06,874.6436937528658,1170.2371619417054,411.9289149664285,0.002326341,7974,0.09688974,49.18248116641325,0.030214036062730223,123.046875,6.429721,829101.1408463519,6.429721,92364.51417885354,350321.1840175748,3841,931,286,102,131,53,79,38,38,31,37,37,27
26,Classical,7.164225242071767,0.046870418,6664,0.001421419,21.88832672065971,0.2212329542968901,161.4990234375,2.830932e-06,13.741421598879931,2.830932e-06,812.4965795837743,859.6794110716357,179.4831887937175,0.0013015675,6664,0.05092113,37.04340613524474,0.03438931326640347,161.4990234375,2.6891196,161233.26649655617,2.6891196,150228.66344586725,197392.1402498176,1557,777,215,84,51,36,22,18,34,24,22,16,18
27,Classical,20.19416246139136,0.08105431,5897,0.0071276836,22.603686760745877,0.21657141236783395,143.5546875,1.2889013e-06,1.6024787641066311,1.2889013e-06,672.1381429519446,599.0327273056845,914.4529818328184,0.0032907554,5897,0.15404889,37.879893536127135,0.03643015667833496,143.5546875,7.5981092,1656304.6516443046,7.5981092,180310.60426270295,88032.69120158325,1642,1070,334,136,72,39,32,26,18,21,18,12,13
28,Classical,1.7282443871904987,0.022587039,6599,0.0009308445,20.811943368225457,0.23407714118322523,129.19921875,4.7456815e-05,-4.023133789811889,4.7456815e-05,1179.624998734291,426.8920048760151,4.401103224133313,0.00033398744,6599,0.013030993,47.04065552177448,0.028541225308821756,129.19921875,0.64913595,9030.906111472026,0.64913595,1075555.1446765435,85855.91848895718,4853,3037,795,361,158,111,42,29,30,43,28,19,13
29,Classical,7.20581997127051,0.047984604,6640,0.0027391538,21.84511485716981,0.2264757659946991,95.703125,0.00013131821,43.47675254883175,0.00013131821,770.0001096657687,735.5512366770591,109.59232437264237,0.0012224555,6640,0.04793953,46.34594705923131,0.032042060750447646,95.703125,2.722041,167526.35866070865,2.722041,61374.38606810363,148927.36293772206,3127,923,167,71,62,58,113,43,30,29,38,28,43
30,Classical,16.558481002985573,0.06730691,14237,0.0019971556,27.618218646300228,0.19228517115388813,117.45383522727273,2.8427025e-05,49.454959172695546,2.8427025e-05,1505.3619971891637,2223.440615483614,787.4214062330097,0.0035555807,14237,0.051268183,127.03604168983959,0.04635974628765327,117.45383522727273,6.198806,714211.9910315693,6.198806,216129.65222187227,1730475.1526092177,6306,1538,537,205,516,233,176,72,89,131,81,45,51
31,Classical,4.794670417961571,0.03939435,8621,0.000979954,22.89718535778105,0.23194126058696424,92.28515625,0.00012865567,14.331474118953686,0.00012865567,915.1146191129482,1061.521964725928,48.462461178695975,0.0007968987,8621,0.029184142,53.62700457056437,0.02953658497066328,92.28515625,1.8126444,39203.54133560916,1.8126444,101962.51495778568,295278.41422291135,1889,505,163,70,61,48,50,34,35,43,37,21,19
32,Classical,9.680291344325767,0.05492749,8672,0.00275657,22.81351439832222,0.22632717496659577,107.666015625,8.759969e-05,32.306786699668116,8.759969e-05,858.6471548466147,1028.8224718133702,228.76721080498336,0.001713596,8672,0.052726742,47.136811337107524,0.03210934320497329,107.666015625,3.6373425,197463.2733971583,3.6373425,80531.0540090469,234586.62335077583,3546,870,262,95,99,39,58,30,34,34,27,24,22
33,Classical,0.8798291068601427,0.018083682,10850,0.00070247543,26.385337460248415,0.20911969114557993,112.34714673913044,2.0273403e-05,2.5160671968256363,2.0273403e-05,1271.7694491433056,1511.3960425427783,0.6905556579047141,0.00010272738,10850,0.004840059,94.76906814740329,0.03960228810851059,112.34714673913044,0.33271062,1408.8390917490067,0.33271062,234659.04742951435,768231.7451002134,4667,1850,561,124,506,341,108,123,75,163,80,101,63
34,Classical,14.410573106802822,0.0714643,8781,0.004102802,24.730950022462768,0.22446958453980634,129.19921875,7.247185e-05,32.59949315321235,7.247185e-05,1139.3187374300508,1677.7662662231728,220.06835659332614,0.0019316272,8781,0.094838895,71.07705356429588,0.03294673894986007,129.19921875,5.3499746,666984.2078661209,5.3499746,204969.9472151725,1078405.2600517254,5043,2089,649,337,502,211,226,176,141,117,109,70,41
35,Classical,4.696369260120297,0.041213896,10369,0.0015651915,23.429277029484265,0.24352777079708499,143.5546875,1.1069883e-05,13.006332676250308,1.1069883e-05,729.7444920131147,986.0308512180975,28.228206750799036,0.0005951449,10369,0.020373601,76.4359961549112,0.024027558183935777,143.5546875,1.7615277,37331.58525551818,1.7615277,15431.517183820752,115252.92235930753,2253,2238,516,190,89,37,14,23,19,18,21,23,21
36,Classical,17.94092902679533,0.07946195,5978,0.0053321035,22.934274962236906,0.2143307030622997,99.38401442307692,0.00012882649,-46.34541241156176,0.00012882649,621.9623179444858,595.1857281395012,468.6120796481829,0.0024513532,5978,0.13073638,40.602071166615765,0.03739568305815365,99.38401442307692,6.714501,782709.6575518592,6.714501,51250.20808410671,66477.40626696956,2249,837,236,84,58,36,42,19,15,18,29,13,14
37,Classical,20.88645653830058,0.06764409,9701,0.00071518903,21.70510476754222,0.22176420228278157,143.5546875,2.740077e-05,78.68608692250545,2.740077e-05,1716.799326769891,1908.7111187645012,926.819558084273,0.0056267073,9701,0.105457515,90.03640067035813,0.03415397191921488,143.5546875,7.821764,1697509.9799075401,7.821764,930772.1362002696,3533734.3462257762,16661,3828,827,300,488,423,155,293,116,77,46,109,23
38,Classical,17.170492439468,0.07492809,10379,0.0024132037,24.936718364056336,0.21085943095882587,123.046875,3.4158453e-05,64.33080491140579,3.4158453e-05,1181.6588143259537,1808.5642378734049,415.18986201646516,0.002773386,10379,0.09048317,63.68032992481092,0.03887163370905349,123.046875,6.422425,644413.336169583,6.422425,296798.37573641364,1562166.4942931777,6456,1973,575,253,569,240,146,131,183,93,100,91,64
39,Classical,11.277880929721007,0.060060367,6822,0.0034381212,22.940259742893563,0.2023717996697749,143.5546875,2.0139947e-05,10.886193228425288,2.0139947e-05,795.7110965838881,884.0104317720418,274.9246129022967,0.001899865,6822,0.076192535,44.48752208394942,0.042378988031749845,143.5546875,4.2217083,359347.1349109175,4.2217083,125877.01296197712,323027.9106068345,2132,681,184,72,63,51,62,36,23,23,31,22,19
40,Classical,19.785820903659516,0.083117574,8865,0.0042983233,25.97394376801669,0.20102157208990168,129.19921875,3.26347e-06,53.001429601514246,3.26347e-06,1198.1127856726127,1999.9149756199247,490.454659460609,0.0027540615,8865,0.11064487,68.4529720066984,0.04292366088783781,129.19921875,7.424331,1272137.151535745,7.424331,190021.17199091776,1252347.1678100158,5160,1324,268,240,694,198,109,242,102,101,106,103,41
41,Classical,14.891895884332595,0.06598848,12857,0.00029975091,25.262658396288444,0.21400803051796574,117.45383522727273,1.3653454e-05,103.23909133758424,1.3653454e-05,1433.075837106639,2369.5266617423144,563.0352915748839,0.0029283743,12857,0.085619345,69.96830866828391,0.03753389620715477,117.45383522727273,5.577367,723968.5667621866,5.577367,907598.6701831302,3652299.2645557085,4866,2368,681,208,651,333,209,145,68,189,70,123,53
42,Classical,25.170189544360458,0.09225382,8414,0.0010388844,25.360383565611833,0.19924756003443964,123.046875,1.1870031e-05,44.77224711468084,1.1870031e-05,1088.4614927833766,1499.9299865864268,890.7291450948843,0.0037819666,8414,0.13840848,65.48106581349211,0.043633743153655716,123.046875,9.442736,1946167.748825121,9.442736,275757.2442857064,909243.7303114126,4361,1673,534,197,456,244,101,133,96,102,162,75,58
43,Classical,5.1639571498910515,0.03789785,6111,0.002300946,22.394352749082316,0.2052735788984279,135.99917763157896,3.8355076e-05,7.9231286753825465,3.8355076e-05,851.4895932745172,808.4443767220127,93.21049154025789,0.0010889317,6111,0.035718467,41.88469455093465,0.04119609113956423,135.99917763157896,1.9071486,85170.227165687,1.9071486,130326.81520524606,195656.5065518958,1946,903,168,64,32,29,38,31,24,30,19,15,14
