,Genre,RMSE_Mean
0,Electronic,10.765133191761802
1,Electronic,33.18543366223217
2,Electronic,48.994137333336376
3,Electronic,15.516565939157987
4,Electronic,65.04620062605119
5,Electronic,41.213111742508545
6,Electronic,30.735561617891623
7,Electronic,16.764667622352285
8,Electronic,101.322110791318
9,Electronic,88.11138537016514
10,Electronic,32.948778836167605
11,Electronic,43.202631994530726
12,Electronic,33.24999651060825
13,Electronic,47.716255391348746
14,Electronic,47.77912211200323
15,Electronic,96.96827758126052
16,Electronic,16.338327617169664
17,Electronic,7.961584599493023
18,Electronic,44.12397963674613
19,Electronic,4.4769687066382735
20,Electronic,16.01087389625765
21,Electronic,30.797849849926504
22,Electronic,2.5439082752347963
23,Electronic,33.08578367359257
24,Electronic,5.93531364237484
25,Electronic,4.736286038018285
26,Electronic,1.7249063827123219
27,Electronic,33.36620146134291
28,Electronic,12.794981188813198
29,Electronic,22.70665453847488
30,Electronic,28.223646546993646
31,Electronic,15.976033839336825
32,Electronic,9.44434185451576
33,Electronic,33.92752074897853
34,Electronic,45.82667178915545
35,Electronic,16.99305371880038
36,Electronic,31.129745881343514
37,Electronic,34.301608328037226
38,Electronic,31.72075589307339
39,Electronic,0.3187998945839204
40,Electronic,30.91382968155175
41,Electronic,21.50838753133268
42,Electronic,19.620332789199892
43,Electronic,23.223916770883456
44,Electronic,18.813715132692955
45,Electronic,6.893557998630789
46,Electronic,532.931800027989
47,Electronic,29.980489683611445
48,Electronic,15.495158255907956
49,Electronic,12.44992618264208
50,Electronic,47.556297720733674
51,Electronic,9.53608018902374
52,Electronic,24.055194621218295
53,Electronic,25.607450549753885
54,Electronic,10.809574086092455
55,Electronic,102.97189471042041
56,Electronic,5.890583593808674
57,Electronic,19.422216745232983
58,Electronic,4.1040780309893155
59,Electronic,10.900223145267407
60,Electronic,0.13345346499814115
61,Electronic,47.712925520044756
62,Electronic,48.194251687220024
63,Electronic,17.544888627912535
64,Electronic,9.688357553364693
65,Electronic,38.6090938601272
66,Electronic,38.83412535431748
67,Electronic,62.79156738269886
68,Electronic,39.500984482289255
69,Electronic,58.3459369345906
70,Electronic,13.745114315124157
71,Electronic,64.96259010442924
72,Electronic,28.962917381257583
73,Electronic,77.86070414345511
74,Electronic,39.12692766546898
75,Electronic,64.54382442271478
76,Electronic,609.0947489934271
77,Electronic,119.56348466547026
78,Electronic,102.158115787098
79,Electronic,69.74544690688721
80,Electronic,82.92987511668318
81,Electronic,21.04393314331237
82,Electronic,146.2896619961097
83,Electronic,2.7431318528577653
84,Electronic,0.5725820655902104
85,Electronic,56.70610111523961
86,Electronic,60.76738919724154
87,Electronic,27.889109575525993
88,Electronic,22.329275709419385
89,Electronic,139.5750702083748
90,Electronic,58.400429904090956
91,Electronic,78.11471780278053
92,Electronic,44.31338052104945
93,Electronic,62.65623979188187
94,Electronic,10.640479067603929
95,Electronic,64.44678971065075
96,Electronic,103.70448498029445
97,Electronic,28.616413827850206
98,Electronic,186.6198226325094
99,Electronic,18.949946656055356
100,Electronic,24.881118981477616
101,Electronic,55.53884559245204
102,Electronic,121.15038120219143
103,Electronic,196.48571686668245
104,Electronic,52.007875291439504
105,Electronic,30.372290452000428
106,Electronic,130.6596847983478
107,Electronic,97.5120218921688
108,Electronic,35.64788449827951
109,Electronic,11.007627950518298
110,Electronic,87.03405464474548
111,Electronic,89.2595002489277
112,Electronic,99.8813375736055
113,Electronic,99.10395733602333
114,Electronic,91.59725227924092
115,Electronic,98.52404093364042
116,Electronic,43.48360217066743
117,Electronic,27.706537256235755
118,Electronic,71.25526952379883
119,Electronic,47.62376237365827
120,Electronic,92.42168368887397
121,Electronic,75.51943896900768
122,Electronic,81.84425656954919
123,Electronic,92.4723009627727
124,Electronic,85.43672240860838
125,Electronic,107.96909797205902
126,Electronic,211.28613677526346
127,Electronic,112.3582384553597
128,Electronic,74.16140475843436
129,Electronic,125.08136892163515
130,Electronic,146.38264115160985
131,Electronic,90.2339697087564
132,Electronic,109.01408736284081
133,Electronic,77.88166119988477
134,Electronic,6.409952063877352
135,Electronic,16.64750354985896
136,Electronic,35.26009155047389
137,Electronic,46.63511641026317
138,Electronic,103.06187861450329
139,Electronic,21.26734871728815
140,Electronic,0.7847965923032949
141,Electronic,56.90250874756801
142,Electronic,174.80575218124193
143,Electronic,4.125650724360405
144,Electronic,26.70758364100421
145,Electronic,30.87325597575958
146,Electronic,13.19509259943902
147,Electronic,25.129472769748542
148,Electronic,27.79530272760774
149,Electronic,6.318469823653733
150,Electronic,22.72514685440374
151,Electronic,18.51855082527198
152,Electronic,16.389244871456466
153,Electronic,13.236864042612089
154,Electronic,22.53717403007388
155,Electronic,19.635282794816224
156,Electronic,61.0470598815138
157,Electronic,1.3327203726671402
158,Electronic,11.172563740248508
159,Electronic,33.755235396962874
160,Electronic,7.761475997424886
161,Electronic,93.86465194338504
162,Electronic,102.92127804082942
163,Electronic,82.68991965252532
164,Electronic,233.13569055713614
165,Electronic,19.287611920559677
166,Electronic,12.153554822947438
167,Electronic,10.978705631857366
168,Electronic,34.22976177925011
169,Electronic,22.609306742272164
170,Electronic,3.625762502916671
171,Electronic,7.896383102884523
172,Electronic,38.12269467333681
173,Electronic,3.795562456714496
174,Electronic,4.673904091714144
175,Electronic,4.318303239539916
176,Electronic,8.16732766435088
177,Electronic,9.784740628509605
178,Electronic,6.452216438578859
179,Electronic,2.564854597415686
180,Electronic,2.7295467262540356
181,Electronic,2.944804281666011
182,Electronic,13.58513998184785
183,Electronic,15.83118891514887
184,Electronic,14.933308715969575
185,Electronic,8.592819358803363
186,Electronic,96.93746315038669
187,Electronic,31.166829727692697
188,Electronic,52.558896118005705
189,Electronic,61.508627459989526
190,Electronic,80.69193832512636
191,Electronic,59.03023425367338
192,Electronic,46.135041794721964
193,Electronic,48.674246531303616
194,Electronic,47.970537258736364
195,Electronic,43.95632961973849
196,Electronic,47.59380156255103
197,Electronic,11.043426691010815
198,Electronic,57.460925736259036
199,Electronic,59.93185494668612
200,Electronic,73.40194997020497
201,Electronic,28.658573640568648
202,Electronic,4.835955951497266
203,Electronic,64.21760985121544
204,Electronic,41.25585342077994
205,Electronic,27.73711359804015
206,Electronic,6.208107963595635
207,Electronic,9.924997492904893
208,Electronic,152.95526657809867
209,Electronic,91.26013964128569
210,Electronic,127.48391172697572
211,Electronic,113.41833797862037
212,Electronic,62.62149524981199
213,Electronic,130.9631660345224
214,Electronic,156.46986282724387
215,Electronic,60.23225959771032
216,Electronic,108.48203068046013
217,Electronic,100.45036447502747
218,Electronic,91.7358318741254
219,Electronic,77.81678505588447
220,Electronic,124.06820445727153
221,Electronic,10.374947299212865
222,Electronic,5.0769508274742545
223,Electronic,7.644893892554353
224,Electronic,42.84443007910488
225,Electronic,91.98921442573702
226,Electronic,93.24516481293345
227,Electronic,146.62351018372777
228,Electronic,127.97360895886271
229,Electronic,83.0426136973042
230,Electronic,135.89041539548046
231,Electronic,171.9616153925069
232,Electronic,109.75064216323345
233,Electronic,176.0480212584875
234,Electronic,15.896347667229513
235,Electronic,137.08252890062815
236,Electronic,7.235952860266198
237,Electronic,18.19714862445325
238,Electronic,4.613456071651788
239,Electronic,3.9747701649132217
240,Electronic,0.0
241,Electronic,8.223139641060886
242,Electronic,14.592774338519186
243,Electronic,14.547239561320689
244,Electronic,2.4235480094065087
245,Electronic,2.747941752319337
246,Electronic,6.475688551871836
247,Electronic,18.40978146601887
248,Electronic,3.9303381193222804
249,Electronic,4.277536540276901
250,Electronic,4.888299684387994
251,Electronic,23.16591640520714
252,Electronic,18.143838554461723
253,Electronic,26.528736273518682
254,Electronic,8.449667894408964
255,Electronic,36.28236677205927
256,Electronic,26.11695069872646
257,Electronic,13.223973155323508
258,Electronic,71.15322630358746
259,Electronic,41.65607799802872
260,Electronic,56.147766631434145
261,Electronic,30.676193258396864
262,Electronic,58.15928899448188
263,Electronic,41.57906526121186
264,Electronic,19.77944547585608
265,Electronic,50.070857876332084
266,Electronic,47.847555188723476
267,Electronic,47.86208288468206
268,Electronic,8.83023190756416
269,Electronic,34.35781479504868
270,Electronic,68.05026204354122
271,Electronic,56.202991357204304
272,Electronic,24.736254470099123
273,Electronic,37.60626181967127
274,Electronic,70.20834443276627
275,Electronic,167.76954020995504
276,Electronic,37.69911689937028
277,Electronic,9.741979220633626
278,Electronic,62.81529248856037
279,Electronic,21.507635801480593
280,Electronic,3.1442268595226066
281,Electronic,1.415333901180948
282,Electronic,17.193640724064533
283,Electronic,3.6549411436639483
284,Electronic,4.098938238203343
285,Electronic,15.555007730223318
286,Electronic,2.802124490890323
287,Electronic,17.62877997775027
288,Electronic,29.8099566854869
289,Electronic,38.83945997109302
290,Electronic,15.763805564299416
291,Electronic,23.37690923845284
292,Electronic,17.568838686843705
293,Electronic,12.049448994587515
294,Electronic,28.690213991181153
295,Electronic,21.00495148441735
296,Electronic,26.421513238361587
297,Electronic,2.8338384475533793
298,Electronic,49.089892666309844
299,Electronic,87.34025494713958
300,Electronic,12.768793312142922
301,Electronic,28.438365191663195
302,Electronic,25.882659123984848
303,Electronic,16.725626464900152
304,Electronic,345.07412413297254
305,Electronic,119.1810095969593
306,Electronic,185.5254178335179
307,Electronic,113.20477900774094
308,Electronic,222.8678308687054
309,Electronic,52.392770707926815
310,Electronic,64.17687631221357
311,Electronic,36.58770889406075
312,Electronic,37.10570633005844
313,Electronic,7.820378401492225
314,Electronic,21.509406557281743
315,Electronic,29.052294971495172
316,Electronic,48.72380464176975
317,Electronic,36.37554486915553
318,Electronic,41.52408416134206
319,Electronic,191.5957612048588
320,Electronic,141.608736276899
321,Electronic,4.242312687428309
322,Electronic,36.09906555993879
323,Electronic,11.017557248356038
324,Electronic,7.775998270918833
325,Electronic,3.2792244296030084
326,Electronic,8.979396764780592
327,Electronic,3.4148437556442706
328,Electronic,59.903113240932086
329,Electronic,32.96918703411489
330,Electronic,22.907567001178023
331,Electronic,131.6523303968965
332,Electronic,48.19964814928075
333,Electronic,8.778569873666838
334,Electronic,57.002300470051544
335,Electronic,9.291097194004323
336,Electronic,66.67030781438271
337,Electronic,37.04666845782098
338,Electronic,88.29633774547268
339,Electronic,60.9567698578645
340,Electronic,53.19473721167989
341,Electronic,66.78575987070313
342,Electronic,147.30834553474003
343,Electronic,131.25205117177492
344,Electronic,136.85246043184233
345,Electronic,19.605014734456013
346,Electronic,73.69542351447689
347,Electronic,90.6469948666265
348,Electronic,50.22033580467092
349,Electronic,15.654589181821589
350,Electronic,71.7989846398488
351,Electronic,71.45150222765075
352,Electronic,17.876908999483355
353,Electronic,54.00344334120956
354,Electronic,0.01696549805412885
355,Electronic,61.9025277577511
356,Electronic,42.4693408649725
357,Electronic,129.64009071791966
358,Electronic,22.907567001178023
359,Electronic,32.96918703411489
360,Electronic,51.56574813312444
361,Electronic,59.903113240932086
362,Electronic,21.190965416475677
363,Electronic,69.6917122633572
364,Electronic,14.795083264125322
365,Electronic,42.73484714539786
366,Electronic,7.449021529374184
367,Electronic,5.587428618257514
368,Electronic,19.653198387248793
369,Electronic,27.737056230657526
370,Electronic,4.978633743306963
371,Electronic,7.460271259395648
372,Electronic,63.45381779741309
373,Electronic,21.30643918128659
374,Electronic,55.15365943524923
375,Electronic,46.572632998485204
376,Electronic,51.75035876151259
377,Electronic,112.9465234167895
378,Electronic,30.725757033291696
379,Electronic,80.07441940161897
380,Electronic,21.10448393020768
381,Electronic,63.141124115657824
382,Electronic,134.06155719869284
383,Electronic,40.54711373737766
384,Electronic,74.51102559342104
385,Electronic,26.463875921669903
386,Electronic,13.007774358630604
387,Electronic,12.369033663571637
388,Electronic,15.900740517954306
389,Electronic,88.58879356106537
390,Electronic,17.102379633748644
391,Electronic,45.68333316487799
392,Electronic,19.350862300818342
393,Electronic,61.62991187304286
394,Electronic,172.63498245561692
395,Electronic,121.41059096563895
396,Electronic,14.398956453625699
397,Electronic,10.949612231408265
398,Electronic,5.120364086610369
399,Electronic,6.158348044802335
400,Electronic,53.36651005781467
401,Electronic,1.4016242661437177
402,Electronic,4.557795886857947
403,Electronic,3.5388138856658995
404,Electronic,20.401918392719942
405,Electronic,19.925434518267625
406,Electronic,5.339868248042773
407,Electronic,15.732224430272483
408,Electronic,4.482150868560434
409,Electronic,41.12637153648973
410,Electronic,37.039024425265254
411,Electronic,77.23592086090838
412,Electronic,28.41372226669288
413,Electronic,65.15177045439104
414,Electronic,14.524345716657475
415,Electronic,12.900676277129435
416,Electronic,1.996730150280921
417,Electronic,9.333166704770086
418,Electronic,18.033977307825825
419,Electronic,59.86761670163953
420,Electronic,1.9539663146193542
421,Electronic,47.503977389750254
422,Electronic,27.133110021947072
423,Electronic,21.758258458148145
424,Electronic,36.556681645031986
425,Electronic,7.598121907381351
426,Electronic,9.05770072280537
427,Electronic,24.723901888104933
428,Electronic,43.29490985035579
429,Electronic,7.650850643619422
430,Electronic,2.9293672959800774
431,Electronic,2.5263006286310947
432,Electronic,1.04873858366108
433,Electronic,13.426630536425858
434,Electronic,3.396419393584928
435,Electronic,0.7276327778359025
436,Electronic,40.81727561772142
437,Electronic,3.3834174629118827
438,Electronic,2.3760107390694967
439,Electronic,6.666791543318346
440,Electronic,4.912433235373011
441,Electronic,4.56087730488575
442,Electronic,2.7928396108435614
443,Electronic,125.76577659595438
444,Electronic,121.98608964254579
445,Electronic,93.40688083391755
446,Electronic,5.30963813153743
447,Electronic,52.73711858171994
448,Electronic,12.694796630489067
449,Electronic,9.186380860670612
450,Electronic,25.729150785362005
451,Electronic,6.285832766042099
452,Electronic,38.21200889649699
453,Electronic,19.935279729309947
454,Electronic,34.973240430158974
455,Electronic,125.3412653936764
456,Electronic,38.54098509409657
457,Electronic,152.1107375051655
458,Electronic,73.15323960680735
459,Electronic,67.67692766250255
460,Electronic,43.14639753779665
461,Electronic,7.2982617456129315
462,Electronic,65.79427651132434
463,Electronic,75.45205821980376
464,Electronic,38.20595511441814
465,Electronic,63.91552054893451
466,Electronic,114.01468271279849
467,Electronic,24.614684588166334
468,Electronic,32.65709338618703
469,Electronic,47.52413299154957
470,Electronic,50.442787805128695
471,Electronic,44.03206235828891
472,Electronic,20.89838062772424
473,Electronic,61.63424837350313
474,Electronic,28.40097717566838
475,Electronic,33.89170193479795
476,Electronic,19.199549132210958
477,Electronic,99.7662124854303
478,Electronic,84.91261024712273
479,Electronic,65.34014520260135
480,Electronic,57.12494856332694
481,Electronic,61.00465467699549
482,Electronic,12.065749636899257
483,Electronic,10.752877520970982
484,Electronic,45.00058995653484
485,Electronic,26.84087093853567
486,Electronic,14.02066731552225
487,Electronic,40.383863266814025
488,Electronic,17.665992194475827
489,Electronic,56.15029002169452
490,Electronic,46.176653273115306
491,Electronic,34.54665961166929
492,Electronic,169.4821827612825
493,Electronic,180.1446908279268
494,Electronic,110.38204430709605
495,Electronic,22.723043228040233
496,Electronic,92.96808125808285
497,Electronic,11.208113482552905
498,Electronic,10.270088510607314
499,Electronic,58.77971435085266
500,Electronic,13.07040451145995
501,Electronic,21.23799823935608
502,Electronic,19.40787192422731
503,Electronic,42.2591167682627
504,Electronic,5.339143597225049
505,Electronic,31.044502939259047
506,Electronic,45.38950930158834
507,Electronic,7.884585738829092
508,Electronic,12.560836576499893
509,Electronic,512.6000079223247
510,Electronic,55.65512195271506
511,Electronic,99.5335515831638
512,Electronic,176.81248545925044
513,Electronic,42.638321336032945
514,Electronic,213.5401476310724
515,Electronic,108.8567197790784
516,Electronic,165.50210089309888
517,Electronic,81.17225695110662
518,Electronic,406.38276120480486
519,Electronic,58.56949065525034
520,Electronic,396.5723386563513
521,Electronic,81.23088079049239
522,Electronic,10.73551624538689
523,Electronic,11.883947134348288
524,Electronic,42.048629173081245
525,Electronic,87.23915585879652
526,Electronic,20.490738419806295
527,Electronic,28.536822911792378
528,Electronic,28.846849954760625
529,Electronic,22.37725299608698
530,Electronic,393.0562960894667
531,Electronic,82.68403539807954
532,Electronic,118.34327762125699
533,Electronic,55.01689199424474
534,Electronic,124.26942167343775
535,Electronic,321.9782184306985
536,Electronic,109.69480101427048
537,Electronic,265.06177400482534
538,Electronic,305.85818184022946
539,Electronic,67.96770110953607
540,Electronic,135.4342723507086
541,Electronic,249.3366164077015
542,Electronic,24.187830885538002
543,Electronic,111.66815670982055
544,Electronic,85.96866837393381
545,Electronic,169.48065375337455
546,Electronic,145.37633056750252
547,Electronic,335.4438414394687
548,Electronic,44.63877968634713
549,Electronic,167.60720454805235
550,Electronic,11.342692019499493
551,Electronic,27.247436804448185
552,Electronic,14.606769552239225
553,Electronic,35.930307634623986
554,Electronic,71.94881902068803
555,Electronic,38.631807141781294
556,Electronic,46.317724378885146
557,Electronic,11.000130468404603
558,Electronic,18.535597671797564
559,Electronic,35.09180202764266
560,Electronic,6.461199519937659
561,Electronic,18.95783490833038
562,Electronic,18.338277244400928
563,Electronic,3.5400966494931785
564,Electronic,17.710356854467314
565,Electronic,1.277120179507207
566,Electronic,4.450340058262995
567,Electronic,2.121230943117665
568,Electronic,22.935942434062508
569,Electronic,13.861681400235687
570,Electronic,54.95667672159868
571,Electronic,13.593883309037468
572,Electronic,15.141269755753456
573,Electronic,14.090713910906715
574,Electronic,9.971893182010557
575,Electronic,38.390242869858916
576,Electronic,6.325016722224411
577,Electronic,39.188473290742195
578,Electronic,54.203378268960115
579,Electronic,10.216111818132873
580,Electronic,17.195668460148656
581,Electronic,11.897445299248595
582,Electronic,0.6673710646774481
583,Electronic,7.481302089856868
584,Electronic,26.45740975650026
585,Electronic,44.8765088042677
586,Electronic,4.122898358783562
587,Electronic,7.679522886411431
588,Electronic,22.09943407649695
589,Electronic,4.366172530381705
590,Electronic,43.34156956122504
591,Electronic,81.1727367047613
592,Electronic,35.54937031420821
593,Electronic,16.685468605991943
594,Electronic,0.5945839660230798
595,Electronic,15.24642134606136
596,Electronic,2.892875232323032
597,Electronic,5.224035903893066
598,Electronic,59.47623567202247
599,Electronic,6.497019939782251
600,Electronic,47.23979932040984
601,Electronic,2.4719512971400923
602,Electronic,19.607762113313374
603,Electronic,66.67030781438271
604,Electronic,9.291097194004323
605,Electronic,15.519071635350397
606,Electronic,61.30989447059317
607,Electronic,35.465180352475876
608,Electronic,21.766662154449843
609,Electronic,37.788630036416876
610,Electronic,9.652956277235347
611,Electronic,10.038899536890256
612,Electronic,18.197161493680714
613,Electronic,35.718616266623584
614,Electronic,25.306413793881763
615,Electronic,33.395917428214254
616,Electronic,68.13798749348126
617,Electronic,102.44409398390994
618,Electronic,120.94669603604432
619,Electronic,94.83043581877412
620,Electronic,16.07842940086356
621,Electronic,103.07410281398346
622,Electronic,66.737407063732
623,Electronic,98.97901546221811
624,Electronic,67.04432785048147
625,Electronic,11.862433621076597
626,Electronic,33.828716340877435
627,Electronic,4.8759873592602
628,Electronic,34.60550776521223
629,Electronic,3.3233776501429113
630,Electronic,24.416485848955116
631,Electronic,25.568426469967704
632,Electronic,0.8821565582517165
633,Electronic,1.9669936478327594
634,Electronic,3.621841332795382
635,Electronic,3.6653997293741263
636,Electronic,1.0052668199551618
637,Electronic,7.767941985923207
638,Electronic,146.9811039507859
639,Electronic,65.6057433320657
640,Electronic,136.78610560674485
641,Electronic,76.5708284425524
642,Electronic,12.95733670479187
643,Electronic,11.829429860186604
644,Electronic,9.128700170429248
645,Electronic,27.785213123129072
646,Electronic,1.7748925336801624
647,Electronic,5.4655846072750505
648,Electronic,13.099667233363046
649,Electronic,16.230449044025008
650,Electronic,6.370191726443798
651,Electronic,11.594164439942903
652,Electronic,7.336804989592497
653,Electronic,6.994478001548205
654,Electronic,13.838876732368833
655,Electronic,55.055543381057994
656,Electronic,36.386748575821784
657,Electronic,53.22521970306911
658,Electronic,15.35557282716156
659,Electronic,3.631553985452707
660,Electronic,35.719157341693965
661,Electronic,7.814817850460591
662,Electronic,3.572872796779998
663,Electronic,174.2186204995087
664,Electronic,73.63212827053827
665,Electronic,90.47764831282451
666,Electronic,102.48152958717529
667,Electronic,85.2526672865008
