,Genre,Energy_Mean,RMSE_Mean,ZCR_Mean,CQT_Mean,Spectral_Contrast_Mean,Chromagram_Mean,Tempo_Mean,STFT_Mean,Autocorrelation_Mean,STFT_Mean,Spectral_Centroid_Mean,Rolloff_Mean,Energy_Var,RMSE_Var,ZCR_Var,CQT_Var,Spectral_Contrast_Var,Chromagram_Var,Tempo_Var,STFT_Var,Autocorrelation_Var,STFT_Var,Spectral_Centroid_Var,Rolloff_Var,MFCCS0,MFCCS1,MFCCS2,MFCCS3,MFCCS4,MFCCS5,MFCCS6,MFCCS7,MFCCS8,MFCCS9,MFCCS10,MFCCS11,MFCCS12
0,Blues,40.49049150566333,0.1301923245191574,55050,(-0.0012633928232617323-0.00093755409438368j),20.526698693370026,0.2783850029894842,123.046875,(-3.70029010809958e-05-5.8684540817921516e-06j),590.4500732421875,(-3.70029010809958e-05-5.8684540817921516e-06j),1784.1658495387549,3776.112794101653,1041.0708391412577,0.0028336546383798122,55050,0.33644102594924213,76.74183396919804,0.005835123443878195,123.046875,15.18368911743164,11670163.0,15.18368911743164,129774.06452515078,896939.3721851954,2524,331,260,226,125,114,82,44,39,31,57,60,35
1,Blues,23.686238860010445,0.09592486172914505,37156,(0.002765901093404579+0.0028058299882665603j),20.676128259217815,0.2663559742398206,107.666015625,(-2.114625385729596e-05-3.770466719288379e-06j),1313.7154541015625,(-2.114625385729596e-05-3.770466719288379e-06j),1530.17667874608,3450.3335833272913,468.2808661120674,0.002375659765675664,37156,0.3349941379781797,67.8515200517476,0.012387828320089367,107.666015625,8.897664070129395,4250899.5,8.897664070129395,375850.0736486864,3070002.497971498,8081,670,787,774,341,139,94,82,75,64,83,81,55
2,Blues,68.63199637153141,0.1755816638469696,50560,(-0.0043201854638925995-0.00651102129925984j),22.19751653303379,0.2726971633800016,161.4990234375,(-9.217563274432905e-06-3.06936811966807e-07j),577.0480346679688,(-9.217563274432905e-06-3.06936811966807e-07j),1552.8118647610036,3014.9482036687937,1576.982354076494,0.002740159397944808,50560,0.4776331538058691,76.13071739532785,0.008969590417834059,161.4990234375,25.781230926513672,27864038.0,25.781230926513672,156467.6433683158,782414.555832556,3447,397,491,197,252,85,80,59,34,39,40,40,51
3,Blues,53.67173455140972,0.14105311036109924,22060,(0.0028820339570055408-0.002197876579498383j),21.426268151556847,0.25244152599123565,172.265625,(-4.547599928628188e-06+1.9771744064200902e-07j),5695.12158203125,(-4.547599928628188e-06+1.9771744064200902e-07j),1070.1066149971296,2124.259647803074,3029.86424789817,0.006346192676573992,22060,1.0485590215860097,63.38462578454082,0.019606609288549622,172.265625,20.13179588317871,40992764.0,20.13179588317871,184355.9424169546,1471923.54153387,5910,378,852,327,183,108,50,55,36,82,48,40,35
4,Blues,21.84462243584136,0.09149877727031708,67244,(-0.0013302145878237744-0.0014331419392952839j),21.466338127703892,0.2697201968878622,135.99917763157896,(-1.3804557966068387e-05+3.137962210075784e-07j),89.14987182617188,(-1.3804557966068387e-05+3.137962210075784e-07j),1835.0042655120708,3524.5756711318154,526.3850089408231,0.0023036785423755646,67244,0.06481747031316556,62.98618598696733,0.010584348724106183,135.99917763157896,8.197003364562988,2050813.75,8.197003364562988,343399.9392740415,1612967.6722700195,5897,372,1344,187,150,54,76,52,26,107,66,49,37
5,Blues,30.06046703488205,0.10345406830310822,62349,(-0.0024992293582388266-0.00034934312682623317j),22.545831032800717,0.25825929268123476,112.34714673913044,(-1.1801616892626043e-05+3.4260767733940156e-07j),130.1294403076172,(-1.1801616892626043e-05+3.4260767733940156e-07j),1831.993939606849,3422.805056826421,2017.8820814989292,0.003985336981713772,62349,0.11784242891654544,66.86015589816144,0.01663547107712165,112.34714673913044,11.269150733947754,5489973.5,11.269150733947754,1030482.3696398635,3302139.2577390103,9094,981,3135,249,225,81,57,83,62,108,60,51,65
6,Blues,59.05878461580119,0.1420527696609497,48422,(-0.004134629755232825+0.004549492024526835j),23.429540221028677,0.2553834565724259,123.046875,(-1.764731678122189e-05+8.441776344625396e-07j),-315.09521484375,(-1.764731678122189e-05+8.441776344625396e-07j),1459.3664716957649,2739.7878412304235,5819.667164394454,0.00878248829394579,48422,0.2545451123550214,49.51468054631125,0.018112623442453204,123.046875,22.244808197021484,20186666.0,22.244808197021484,437859.39805114287,1674208.2029743528,10825,1657,3575,292,236,135,139,113,52,169,75,49,60
7,Blues,46.87031616399516,0.1318197399377823,40721,(0.00045128572319140986+0.00011119852353857988j),22.442509342348426,0.25444574486961924,92.28515625,(-1.6133615645230748e-05-1.1052547961298842e-06j),-484.82904052734375,(-1.6133615645230748e-05-1.1052547961298842e-06j),1451.6670658428177,2904.5426583345416,2953.5448118797003,0.00552854361012578,40721,0.26186784709584615,52.42344899011513,0.01859069625107796,92.28515625,17.556026458740234,23659206.0,17.556026458740234,449568.162454415,1613657.8111430728,7937,707,1996,363,351,194,128,113,57,212,103,84,76
8,Blues,44.47857585704527,0.14241597056388855,42463,(-0.0006731181399216193-0.011318419454717371j),22.380886050057644,0.2757371542065279,83.35433467741936,(-1.2705845620075706e-05-3.9513807337243634e-07j),2924.841796875,(-1.2705845620075706e-05-3.9513807337243634e-07j),1719.3689480431462,3745.236878715922,576.4553286058006,0.0015138707822188735,42463,0.6670673174141794,89.2109900889262,0.007302355123418778,83.35433467741936,16.7136287689209,17626672.0,16.7136287689209,163282.8454389628,1256275.6376226475,2651,488,496,167,116,127,79,46,40,43,46,43,49
9,Blues,22.39244758994844,0.0812966600060463,52496,(0.0019949048885962435+0.0019045339508666189j),21.16195009433464,0.26253923159248255,129.19921875,(-1.3267819667817093e-05-1.5539018249910441e-06j),102.27374267578125,(-1.3267819667817093e-05-1.5539018249910441e-06j),1817.15086312572,3824.724874474333,1131.7802964225837,0.004347067791968584,52496,0.08915504832262203,63.30331397640817,0.014406485208162168,129.19921875,8.395665168762207,3541131.5,8.395665168762207,298236.14122231567,1353441.559182491,4985,1280,1239,253,158,66,57,64,66,55,104,76,49
